que_id,que_q,que_a
525,怎么办理学历证明,考生办理当次毕业登记手续后，因工作需要等情况要求开具学历证明的，可登录广东省自学考试网上办事服务系统（网址:[www.eeagd.edu.cn/selfec/]）申请办理。经省考办审核通过后，考生即可自行下载、打印加盖电子印章的相关证明。
526,学历证明办理,考生办理当次毕业登记手续后，因工作需要等情况要求开具学历证明的，可登录广东省自学考试网上办事服务系统（网址:[www.eeagd.edu.cn/selfec/]）申请办理。经省考办审核通过后，考生即可自行下载、打印加盖电子印章的相关证明。
527,学历证明如何办理,考生办理当次毕业登记手续后，因工作需要等情况要求开具学历证明的，可登录广东省自学考试网上办事服务系统（网址:[www.eeagd.edu.cn/selfec/]）申请办理。经省考办审核通过后，考生即可自行下载、打印加盖电子印章的相关证明。
528,学历证明怎么办理,考生办理当次毕业登记手续后，因工作需要等情况要求开具学历证明的，可登录广东省自学考试网上办事服务系统（网址:[www.eeagd.edu.cn/selfec/]）申请办理。经省考办审核通过后，考生即可自行下载、打印加盖电子印章的相关证明。
529,学历证明办理流程,考生办理当次毕业登记手续后，因工作需要等情况要求开具学历证明的，可登录广东省自学考试网上办事服务系统（网址:[www.eeagd.edu.cn/selfec/]）申请办理。经省考办审核通过后，考生即可自行下载、打印加盖电子印章的相关证明。
530,遗失广东省自学考试毕业证书，可以补办吗？,按照教育部有关规定，毕业证书遗失不予补发。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。提交申请后，考生可在20个工作日后登录该系统查询办理结果。如省考办审核通过，考生可自行下载、打印。
531,遗失毕业证书可以补办吗,按照教育部有关规定，毕业证书遗失不予补发。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。提交申请后，考生可在20个工作日后登录该系统查询办理结果。如省考办审核通过，考生可自行下载、打印。
532,自学考试毕业证书丢失了，可以补办吗,按照教育部有关规定，毕业证书遗失不予补发。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。提交申请后，考生可在20个工作日后登录该系统查询办理结果。如省考办审核通过，考生可自行下载、打印。
533,自学考试毕业证书丢了，是否能补办,按照教育部有关规定，毕业证书遗失不予补发。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。提交申请后，考生可在20个工作日后登录该系统查询办理结果。如省考办审核通过，考生可自行下载、打印。
534,广东省自学考试毕业证书丢了，怎么补办,按照教育部有关规定，毕业证书遗失不予补发。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。提交申请后，考生可在20个工作日后登录该系统查询办理结果。如省考办审核通过，考生可自行下载、打印。
535,自学考试毕业证书找不到了，可以补办吗,按照教育部有关规定，毕业证书遗失不予补发。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业证明书。提交申请后，考生可在20个工作日后登录该系统查询办理结果。如省考办审核通过，考生可自行下载、打印。
536,遗失广东省自学考试毕业生登记表，可以补办吗？,按照教育部有关规定，毕业生登记表遗失，不予补发原毕业生登记表。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件，复印件上加盖“与原件相符”和“广东省自学考试委员会办公室”公章。提交申请后，考生可在7个工作日后登录网上办事服务系统查询办理结果及领取时间，并凭本人有效身份证件到省考办领取。
537,遗失毕业生登记表可以补办吗,按照教育部有关规定，毕业生登记表遗失，不予补发原毕业生登记表。考生可凭准考证号、有效身份证件（须与办理毕业证的证件一致）及密码登录我省自学考试网上办事服务系统，向省考办申请办理毕业生登记表复印件，复印件上加盖“与原件相符”和“广东省自学考试委员会办公室”公章。提交申请后，考生可在7个工作日后登录网上办事服务系统查询办理结果及领取时间，并凭本人有效身份证件到省考办领取。
